ID DGE;Nombre Playa o ZBM;Municipio;Isla;Provincia;Grado de Protección;Afluencia maxima anual;Riesgo;Playa o ZBM;Bandera azul;Acceso PMR;Ducha adaptada;Aseo adaptado;Baño asistido;Sombra PMR;Aparcamientos;Aseo;Lavapies;Duchas;Alquiler de sombrillas;Alquiler de hamacas;Alquiler nautico;Area Infantil;Area Deportiva;Longitud (m);Anchura (m);Composición;Color;Condiciones de baño;Condiciones de entorno;Condiciones de acceso;Carga poblacional;Latitud (º);Longitud (º);Fecha de última actualización
213056200;El Pasito;Yaiza;Lanzarote;Las Palmas;Bajo;Baja;;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"250";"14";Callaos / Grava / Arena;Oscura;Aguas tranquilas;Aislada;A pie difícil / Barco;32886;"28°51'05.95933803""N";"13°46'28.89570641""W";7/12/2023
213056300;Puerto Muelas;Yaiza;Lanzarote;Las Palmas;Alto;Alta;;Playa;No;Si;null;null;null;null;Si;No;No;No;No;No;No;No;No;"130";"30";Arena;Blanca;Aguas tranquilas;Aislada;A pie fácil / Coche / Barco;32886;"28°50'38.60459700""N";"13°46'53.23360910""W";7/12/2023
213056400;Caleta del Congrio;Yaiza;Lanzarote;Las Palmas;Alto;Alta;;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"280";"20";Arena;Blanca;Aguas tranquilas;Aislada;A pie fácil / Coche / Barco;32886;"28°50'28.61891122""N";"13°47'06.86557881""W";7/12/2023
213056500;El Papagayo;Yaiza;Lanzarote;Las Palmas;Alto;Alta;Bajo;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"120";"20";Arena;Dorado;Aguas tranquilas;Aislada;A pie fácil / Coche / Barco;32886;"28°50'32.66217899""N";"13°47'17.31642050""W";7/12/2023
213056600;La Cera;Yaiza;Lanzarote;Las Palmas;Alto;Alta;Medio;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"157";"30";Arena;Blanca;Aguas tranquilas;Aislada;A pie fácil / Coche / Barco;32886;"28°50'40.40235309""N";"13°47'19.46652017""W";7/12/2023
213056700;La Cruz;Yaiza;Lanzarote;Las Palmas;Moderado;Media;Medio;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"345";"59";Arena;Dorada;Aguas tranquilas;Aislada;A pie fácil / Coche / Barco;32886;"28°50'50.66997823""N";"13°47'22.41291555""W";7/12/2023
213056800;Caletón de San Marcial;Yaiza;Lanzarote;Las Palmas;Alto;Alta;Medio;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"35";"6";Roca / Arena;Blanca;Aguas tranquilas;Aislada;A pie difícil / Coche / Barco;32886;"28°51'00.79571715""N";"13°47'28.50022643""W";7/12/2023
213056900;Caletón del Cobre;Yaiza;Lanzarote;Las Palmas;Alto;Alta;Medio;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"52";"3";Roca / Arena;Blanca;Aguas tranquilas;Aislada;A pie fácil / Coche / Barco;32886;"28°51'03.06231470""N";"13°47'29.50997659""W";7/12/2023
213057000;Mujeres;Yaiza;Lanzarote;Las Palmas;Alto;Alta;Medio;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"407";"113";Arena;Blanca;Aguas tranquilas;Aislada;A pie fácil / Coche / Barco;32886;"28°51'11.60175984""N";"13°47'34.40652967""W";7/12/2023
213057100;Las Coloradas;Yaiza;Lanzarote;Las Palmas;Alto;Alta;;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"410";"15";Callaos / Grava / Arena;Dorada;Aguas tranquilas;Urbana;A pie fácil / Coche;32886;"28°51'32.08398374""N";"13°48'04.83198979""W";7/12/2023
213057200;Dorada;Yaiza;Lanzarote;Las Palmas;Alto;Alta;Bajo;Playa;No;Si;null;null;null;null;No;No;Si;Si;Si;Si;Si;No;No;"367";"36";Arena;Dorada;Aguas tranquilas;Urbana;A pie fácil / Coche;32886;"28°51'44.30848547""N";"13°49'24.08872440""W";25/3/2025
213057300;Blanca;Yaiza;Lanzarote;Las Palmas;Moderado;Media;Bajo;Playa;Si;Si;Si;null;null;null;No;No;Si;Si;No;No;No;No;No;"130";"12";Roca / Arena;Dorada;Aguas tranquilas;Urbana;A pie fácil / Coche;32886;"28°51'45.46541666""N";"13°49'46.84693322""W";25/3/2025
213057400;Flamingo;Yaiza;Lanzarote;Las Palmas;Alto;Alta;Medio;Playa;No;Si;null;null;null;null;Si;No;No;No;Si;Si;No;No;No;"250";"20";Arena;Blanca;Aguas tranquilas;Urbana;A pie fácil / Coche;32886;"28°51'27.42425341""N";"13°50'29.18794946""W";7/12/2023
213057500;La Mulata;Yaiza;Lanzarote;Las Palmas;Alto;Alta;;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"80";"5";Callaos / Grava / Arena;Dorada;Aguas tranquilas;Urbana;A pie fácil / Coche;32886;"28°51'39.49004186""N";"13°50'47.95786242""W";7/12/2023
213057600;La Campana;Yaiza;Lanzarote;Las Palmas;Alto;Alta;;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"140";"20";Callaos / Grava / Arena;Dorada;Aguas tranquilas;Urbana;A pie fácil / Coche;32886;"28°51'43.12110913""N";"13°51'15.36043595""W";7/12/2023
213057700;Montaña Roja;Yaiza;Lanzarote;Las Palmas;Alto;Alta;;Playa;No;No;null;null;null;null;Si;No;No;No;Si;Si;No;No;No;"260";"20";Arena;Dorada;Aguas tranquilas;Urbana;A pie fácil / Coche;32886;"28°51'40.16640398""N";"13°51'35.54328295""W";7/12/2023
213057800;Janubio;Yaiza;Lanzarote;Las Palmas;Bajo;Baja;;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"820";"30";Grava / Arena;Oscura;Oleaje fuerte / Ventosa;Aislada;A pie fácil / Coche;32886;"28°56'14.35201200""N";"13°49'55.41966699""W";7/12/2023
213057900;Montaña Bermeja;Yaiza;Lanzarote;Las Palmas;Bajo;Baja;;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"455";"70";Grava / Arena;Oscura;Oleaje fuerte / Ventosa;Aislada;A pie fácil / Coche;32886;"28°57'35.52050870""N";"13°49'48.61885061""W";7/12/2023
213058000;Charco de los Clicos;Yaiza;Lanzarote;Las Palmas;Alto;Alta;;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"500";"60";Grava / Arena;Oscura;Oleaje fuerte / Ventosa;Aislada;A pie fácil / Coche;32886;"28°58'34.02678362""N";"13°49'43.64747408""W";7/12/2023
213058100;El Golfo;Yaiza;Lanzarote;Las Palmas;Bajo;Baja;;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;Si;"600";"10";Bolos / Grava / Arena;Oscura;Oleaje fuerte / Ventosa;Aislada;A pie fácil / Coche;32886;"28°58'58.24705711""N";"13°49'54.55966039""W";7/12/2023
213058200;Paso;Yaiza;Lanzarote;Las Palmas;Bajo;Baja;;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"120";"11";Arena;Oscura;Oleaje fuerte / Ventosa;Aislada;A pie difícil / Barco;32886;"28°59'50.10896772""N";"13°49'49.80518553""W";7/12/2023
213058300;Playa del Cochino;Yaiza;Lanzarote;Las Palmas;Bajo;Baja;;ZBM;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"700";"70";Callaos / Grava / Arena;Oscura;Oleaje fuerte / Ventosa;Aislada;A pie difícil / Barco;32886;"29°01'51.28789878""N";"13°48'55.12881527""W";7/12/2023
314061100;Playa del Risco;Agaete;Gran Canaria;Las Palmas;Moderado;Media;Bajo;Playa;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;"435";"41";Bolos / Grava / Arena;Oscura;Oleaje fuerte / Ventosa;Aislada;A pie fácil;5710;"28°03'13.34903997""N";"15°44'20.95722822""W";7/12/2023
314061200;Playa de Faneroque;Agaete;Gran Canaria;Las Palmas;Bajo;Baja;Bajo;Playa;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;"260";"65";Bolos / Arena;Oscura;Oleaje fuerte / Ventosa;Aislada;A pie difícil;5710;"28°03'49.49775485""N";"15°43'53.19759910""W";7/12/2023
314061300;Playa de Sotavento;Agaete;Gran Canaria;Las Palmas;Bajo;Baja;Bajo;Playa;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;"200";"34";Bolos / Arena;Oscura;Oleaje fuerte / Ventosa;Aislada;A pie difícil / Coche;5710;"28°04'51.99172381""N";"15°42'44.33313891""W";7/12/2023
314061400;Playa de Arena en Guayedra;Agaete;Gran Canaria;Las Palmas;Moderado;Media;Bajo;Playa;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;"438";"20";Bolos / Arena;Oscura;Oleaje fuerte / Ventosa;Aislada;A pie difícil / Coche;5710;"28°05'02.56587561""N";"15°42'36.83467119""W";7/12/2023
314061500;Playa de Piedra de Guayedra;Agaete;Gran Canaria;Las Palmas;Bajo;Baja;Bajo;Playa;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;"200";"48";Bolos / Arena;Oscura;Oleaje fuerte / Ventosa;Aislada;A pie difícil / Coche;5710;"28°05'13.95840548""N";"15°42'32.45881024""W";7/12/2023
314061600;Playa del Dedo de Dios;Agaete;Gran Canaria;Las Palmas;null;null;;Playa;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;;Callaos;;;Aislada;;5710;"28°05'46.98154140""N";"15°42'28.69391056""W";7/12/2023
314061700;Playa de Delante del Muelle Viejo;Agaete;Gran Canaria;Las Palmas;Alto;Alta;Bajo;Playa;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;"210";"30";Callaos / Arena;;Oleaje moderado / Ventosa;Semiurbana;A pie fácil / Coche;5710;"28°06'02.36625168""N";"15°42'35.87702098""W";7/12/2023
314061800;Playa de Atrás del Muelle Viejo;Agaete;Gran Canaria;Las Palmas;Alto;Alta;Bajo;Playa;Si;Si;Si;Si;Si;No;No;Si;Si;Si;No;No;No;No;No;"220";"20";Callaos;;Aguas tranquilas;Semiurbana;A pie fácil / Coche;5710;"28°06'04.05775950""N";"15°42'40.77223587""W";7/12/2023
314061900;Playa de Las Salinas-Piscinas Naturales;Agaete;Gran Canaria;Las Palmas;Moderado;Media;Bajo;ZBM;No;No;No;Si;Si;No;Si;Si;No;No;No;No;No;No;No;"160";"20";Roca;;Oleaje moderado / Ventosa;Aislada;A pie fácil / Coche;5710;"28°06'23.10410314""N";"15°42'39.96394988""W";7/12/2023
314062000;Playa de La Caleta;Agaete;Gran Canaria;Las Palmas;Bajo;Baja;Medio;Playa;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;"95";"30";Roca;;Oleaje moderado / Ventosa;Aislada;A pie fácil;5710;"28°06'30.34740093""N";"15°42'24.90963178""W";7/12/2023
315065100;Playa de Vargas;Agüimes;Gran Canaria;Las Palmas;Bajo;Baja;;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"1300";"15";Callaos;;Oleaje moderado / Ventosa;Aislada;Coche;entre 20.000 y 100.000;"27°53'10.59253258""N";"15°23'36.28873600""W";7/12/2023
315065200;Playa de Los Tres Peos;Agüimes;Gran Canaria;Las Palmas;Bajo;Baja;;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"203";"27";Roca;;Ventosa;Aislada;A pie;entre 20.000 y 100.000;"27°52'47.45689292""N";"15°23'25.63300384""W";7/12/2023
315065300;Playa de Los Cuervitos;Agüimes;Gran Canaria;Las Palmas;Bajo;Baja;;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"129";"11";Arena;Oscura;Ventosa;Aislada;A pie;entre 20.000 y 100.000;"27°52'34.06624510""N";"15°23'09.52662651""W";7/12/2023
315065400;Playa de Cabrón;Agüimes;Gran Canaria;Las Palmas;Moderado;Media;;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"290";"27";Arena;Dorada;Aguas tranquilas / Ventosa;Aislada;Coche;entre 20.000 y 100.000;"27°52'16.33262233""N";"15°23'10.25288967""W";7/12/2023
315065500;Playa El Muelle Viejo;Agüimes;Gran Canaria;Las Palmas;Moderado;Media;;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"130";"20";Arena;Oscura;Ventosa / Oleaje;Semiurbana;A pie fácil;entre 20.000 y 100.000;"27°51'40.21729268""N";"15°23'10.90208624""W";7/12/2023
315065600;Risco Verde;Agüimes;Gran Canaria;Las Palmas;null;null;;ZBM;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;;;Roca;;Oleaje moderado;Urbana;A pie;entre 20.000 y 100.000;"27°51'27.42489567""N";"15°23'12.09555975""W";7/12/2023
315065700;Cañada de Los Conejos;Agüimes;Gran Canaria;Las Palmas;null;;;ZBM;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;;;Roca;;Oleaje moderado;Urbana;A pie;entre 20.000 y 100.000;"27°51'23.05569104""N";"15°23'17.77194880""W";7/12/2023
315065800;Playa El Soco Negro;Agüimes;Gran Canaria;Las Palmas;null;null;;ZBM;No;No;null;Si;null;null;No;Si;Si;Si;No;No;No;No;No;"166";"8";Arena;Oscura;;Urbana;A pie;entre 20.000 y 100.000;"27°51'21.09146330""N";"15°23'29.67922279""W";7/12/2023
315065900;Playa de Arinaga;Agüimes;Gran Canaria;Las Palmas;Alto;Alta;;Playa;Si;Si;null;Si;Si;null;No;Si;Si;Si;No;No;No;No;No;"700";"70";Callaos / Grava;;Oleaje moderado / Ventosa;Urbana;A pie fácil;entre 20.000 y 100.000;"27°51'23.83695914""N";"15°23'43.13704847""W";7/12/2023
317070100;Playa de San Andrés;Arucas;Gran Canaria;Las Palmas;Moderado;Media;Medio;Playa;No;Si;null;null;null;null;Si;No;No;No;No;No;No;No;No;"450";"15";Callaos / Arena;Oscura;Oleaje fuerte;Semiurbana;A pie / Coche;entre 20.000 y 100.000;"28°08'46.95802976""N";"15°33'28.20757042""W";7/12/2023
317070200;Playa Los Enanos;Arucas;Gran Canaria;Las Palmas;Moderado;Media;Medio;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"350";"10";Callaos / Arena;Oscura;Oleaje fuerte;Semiurbana;A pie / Coche;entre 20.000 y 100.000;"28°08'45.60327190""N";"15°33'06.35098122""W";7/12/2023
317070300;Playa El Peñon;Arucas;Gran Canaria;Las Palmas;Bajo;Baja;Medio;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"150";"15";Callaos / Arena;Oscura;Oleaje fuerte;Semiurbana;A pie fácil / Coche;entre 20.000 y 100.000;"28°08'47.42885965""N";"15°32'56.43301750""W";7/12/2023
317070400;Playa de Quintanilla;Arucas;Gran Canaria;Las Palmas;Moderado;Media;Medio;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"160";"15";Callaos / Arena;Oscura;Oleaje fuerte;Semiurbana;A pie fácil / Coche;entre 20.000 y 100.000;"28°08'46.07748701""N";"15°32'48.07703356""W";7/12/2023
317070500;Playa Los Marrajos;Arucas;Gran Canaria;Las Palmas;Bajo;Baja;Medio;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"110";"20";Callaos / Roca / Arena;Oscura;Oleaje fuerte;Aislada;A pie fácil / Coche;entre 20.000 y 100.000;"28°08'49.26079902""N";"15°32'36.31971270""W";7/12/2023
317070600;Playa La Fuente;Arucas;Gran Canaria;Las Palmas;Bajo;Baja;Medio;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"170";"30";Callaos / Roca;Oscura;Oleaje fuerte;Aislada;A pie fácil;entre 20.000 y 100.000;"28°08'57.35797165""N";"15°32'25.60354772""W";7/12/2023
317070700;Playa Las Coloradas;Arucas;Gran Canaria;Las Palmas;Bajo;Baja;Bajo;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"170";"15";Callaos;;Oleaje fuerte;Aislada;A pie fácil;entre 20.000 y 100.000;"28°08'58.10164867""N";"15°32'20.97562814""W";7/12/2023
317070800;Los Charcones;Arucas;Gran Canaria;Las Palmas;Alto;Alta;Medio;ZBM;Si;Si;null;null;null;null;Si;No;No;No;No;No;No;No;No;"175";"20";Callaos / Grava / Arena;Dorada;Aguas tranquilas;Semiurbana;A pie fácil / Coche;entre 20.000 y 100.000;"28°09'02.22415286""N";"15°32'16.28387630""W";7/12/2023
317070900;El Puertillo (Bocabarranco);Arucas;Gran Canaria;Las Palmas;Alto;Alta;Medio;Playa;No;Si;null;null;null;null;Si;No;No;Si;No;No;No;No;No;"120";"30";Arena;Dorada;Oleaje moderado;Urbana;A pie fácil / Coche;entre 20.000 y 100.000;"28°08'59.67856836""N";"15°32'09.67379600""W";7/12/2023
317071000;Charco de Las Palomas;Arucas;Gran Canaria;Las Palmas;Moderado;Media;Medio;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"60";"10";Roca;;Oleaje fuerte;Aislada;A pie fácil;entre 20.000 y 100.000;"28°09'12.60272204""N";"15°31'52.38756132""W";7/12/2023
317071100;Charco Lajial (Las Salinas);Arucas;Gran Canaria;Las Palmas;Moderado;Media;Medio;ZBM;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"210";"30";Roca;;Aguas tranquilas;Aislada;A pie fácil;entre 20.000 y 100.000;"28°09'09.89884470""N";"15°31'24.23212810""W";7/12/2023
319073100;Juncal;Gáldar;Gran Canaria;Las Palmas;Moderado;Media;;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"130";"25";Callaos;;Oleaje moderado;Aislada;A pie difícil / Coche;entre 20.000 y 100.000;"28°07'02.10498018""N";"15°42'16.37865757""W";7/12/2023
319073500;Martorell;Gáldar;Gran Canaria;Las Palmas;Bajo;Baja;;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"35";"60";Arena;Oscura;Oleaje moderado / Ventosa;Semiurbana;A pie fácil;entre 20.000 y 100.000;"28°08'52.01731767""N";"15°41'47.95817561""W";7/12/2023
319073600;Sardina;Gáldar;Gran Canaria;Las Palmas;Alto;Alta;;Playa;Si;Si;null;Si;Si;Si;Si;No;Si;Si;No;No;No;No;No;"80";"40";Arena;Dorada;Oleaje moderado / Ventosa;Semiurbana;A pie fácil / Coche;entre 20.000 y 100.000;"28°09'07.10411203""N";"15°41'46.89277485""W";7/12/2023
319074200;Punta de Gáldar;Gáldar;Gran Canaria;Las Palmas;Alto;Alta;;ZBM;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"85";"15";Roca;;Oleaje fuerte / Ventosa;Semiurbana;A pie fácil;entre 20.000 y 100.000;"28°10'12.57397712""N";"15°41'05.94997184""W";25/3/2025
319074300;Caleta de Abajo;Gáldar;Gran Canaria;Las Palmas;Moderado;Media;;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"130";"25";Callaos / Roca;;Oleaje fuerte / Ventosa;Aislada;A pie fácil / Coche;entre 20.000 y 100.000;"28°09'51.04313021""N";"15°40'54.23066319""W";7/12/2023
319074400;El Clavo;Gáldar;Gran Canaria;Las Palmas;Moderado;Media;;ZBM;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"75";"25";Callaos;;Oleaje fuerte;Aislada;A pie fácil;entre 20.000 y 100.000;"28°09'39.98607457""N";"15°40'26.03095036""W";25/3/2025
319074500;La Furnia;Gáldar;Gran Canaria;Las Palmas;Moderado;Media;;ZBM;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"70";"40";Callaos / Roca;;Oleaje fuerte;Aislada;A pie fácil;entre 20.000 y 100.000;"28°09'35.32099597""N";"15°40'24.04598481""W";25/3/2025
319074600;Los Dos Roques;Gáldar;Gran Canaria;Las Palmas;Moderado;Media;;Playa;No;Si;null;null;null;null;Si;No;No;No;No;No;No;No;No;"140";"30";Callaos / Arena;Dorada;Oleaje fuerte;Aislada;A pie fácil / Coche;entre 20.000 y 100.000;"28°09'30.42677431""N";"15°40'13.52638366""W";25/3/2025
319074700;Bocabarranco;Gáldar;Gran Canaria;Las Palmas;Moderado;Media;;Playa;No;Si;null;null;null;null;Si;No;No;No;No;No;No;No;No;"255";"40";Callaos / Arena;Dorada;Oleaje fuerte;Aislada;A pie fácil / Coche;entre 20.000 y 100.000;"28°09'29.87330290""N";"15°39'53.83055668""W";25/3/2025
319074900;El Agujero;Gáldar;Gran Canaria;Las Palmas;Alto;Alta;;ZBM;No;Si;null;null;null;null;Si;No;No;No;No;No;No;No;No;"150";"10";Callaos / Roca / Arena;Oscura;Oleaje fuerte;Semiurbana;A pie fácil / Coche;entre 20.000 y 100.000;"28°09'40.73861162""N";"15°39'39.10276685""W";7/12/2023
319075100;Caleta de Arriba;Gáldar;Gran Canaria;Las Palmas;Moderado;Media;;Playa;No;Si;null;null;null;null;Si;No;No;No;No;No;No;No;No;"40";"15";Callaos / Roca;;Oleaje fuerte;Semiurbana;A pie fácil / Coche;entre 20.000 y 100.000;"28°09'53.20290803""N";"15°39'01.08298004""W";25/3/2025
319075200;Barranquillo del Vino;Gáldar;Gran Canaria;Las Palmas;Bajo;Baja;Medio;;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;;;;;;;;;;;1/4/2025
320078100;Playa de Las Torrecillas;Ingenio;Gran Canaria;Las Palmas;null;null;;Playa;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;"714";"14";Grava / Arena;;;Aislada;;>100.000;"27°55'19.17269010""N";"15°23'05.70114158""W";7/12/2023
320078200;Playa del Salmón;Ingenio;Gran Canaria;Las Palmas;null;null;;Playa;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;"114";"40";Grava / Roca /Arena;;;Aislada;;>100.000;"27°55'10.11119454""N";"15°23'08.92639584""W";7/12/2023
320078300;Playa de San Agustín;Ingenio;Gran Canaria;Las Palmas;Bajo;Baja;Bajo;Playa;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;"126";"30";Arena;Oscura;Oleaje moderado / Ventosa;Aislada;A pie / Coche;>100.000;"27°54'47.45860278""N";"15°23'12.42988613""W";7/12/2023
320078400;Playa del Burrero;Ingenio;Gran Canaria;Las Palmas;Bajo;Baja;Bajo;Playa;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;No;No;No;No;No;"500";"40";Callaos / Arena;Dorada;Oleaje moderado / Ventosa;Semiurbana;A pie / Coche;>100.000;"27°54'38.56116720""N";"15°23'13.37930807""W";7/12/2023
321080100;Arguineguín;Mogán;Gran Canaria;Las Palmas;Moderado;Media;Bajo;Playa;No;Si;null;null;null;null;Si;No;No;No;No;No;No;Si;No;"241";"20";Grava / Arena;Oscura;Aguas tranquilas;Urbana;A pie fácil / Coche / Barco;55248;"27°45'22.39125314""N";"15°40'52.86353800""W";7/12/2023
321080200;Marañuela;Mogán;Gran Canaria;Las Palmas;Alto;Alta;Bajo;Playa;No;Si;null;null;null;null;No;Si;Si;No;No;No;No;No;No;"398";"29";Arena;Oscura;Aguas tranquilas;Urbana;A pie fácil / Coche / Barco;55248;"27°45'30.09082681""N";"15°40'56.39311131""W";7/12/2023
321080300;Costa Alegre;Mogán;Gran Canaria;Las Palmas;Alto;Alta;Bajo;Playa;No;Si;null;null;null;null;No;No;Si;Si;Si;Si;No;No;No;"62";"21";Arena;Dorada;Aguas tranquilas;Urbana;A pie fácil / Coche / Barco;55248;"27°45'42.17914903""N";"15°41'04.48232518""W";7/12/2023
321080400;Playa Carrera Sunwing;Mogán;Gran Canaria;Las Palmas;Moderado;Media;Medio;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"50";"21";Callaos / Grava / Arena;Oscura;Oleaje moderado;Urbana;A pie fácil / Coche;55248;"27°45'48.85609173""N";"15°41'08.17551553""W";7/12/2023
321080500;Sunwing 2;Mogán;Gran Canaria;Las Palmas;Bajo;Baja;Medio;ZBM;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;;;Roca;;;Urbana;A pie fácil;55248;"27°45'53.99826697""N";"15°41'14.56199621""W";7/12/2023
321080600;Patalavaca;Mogán;Gran Canaria;Las Palmas;Alto;Alta;Bajo;Playa;No;Si;null;null;null;null;No;Si;Si;No;Si;Si;No;No;No;"293";"40";Arena;Oscura;Oleaje moderado;Urbana;A pie fácil / Coche;55248;"27°46'13.86323310""N";"15°41'20.36217349""W";7/12/2023
321080700;Aquamarina;Mogán;Gran Canaria;Las Palmas;Moderado;Media;Bajo;Playa;No;No;null;null;null;null;No;No;Si;No;Si;Si;No;No;No;"80";"30";Arena;Dorada;Aguas tranquilas;Urbana;A pie fácil;55248;"27°46'18.10665271""N";"15°41'31.57758770""W";7/12/2023
321080800;La Verga;Mogán;Gran Canaria;Las Palmas;Alto;Alta;Bajo;Playa;No;Si;null;null;null;null;Si;Si;Si;No;Si;Si;Si;No;Si;"180";"50";Arena;Blanca;Aguas tranquilas;Urbana;A pie fácil / Coche / Barco;55248;"27°46'23.05878436""N";"15°41'43.08066545""W";7/12/2023
321080900;Balito;Mogán;Gran Canaria;Las Palmas;Bajo;Baja;;Playa;No;Si;null;null;null;null;No;No;No;No;No;No;No;No;No;"220";"40";Callaos / Grava;;Oleaje moderado;Semiurbana;A pie fácil;55248;"27°46'27.59152224""N";"15°42'04.10446821""W";7/12/2023
321081000;Cala Cañada del Canario;Mogán;Gran Canaria;Las Palmas;Bajo;Baja;Medio;ZBM;No;Si;null;null;null;null;No;No;No;No;No;No;No;No;No;;;Roca;;;Aislada;;55248;"27°46'46.18187448""N";"15°42'28.06465110""W";7/12/2023
321081100;Playa de Puerto Rico;Mogán;Gran Canaria;Las Palmas;Alto;Alta;Bajo;Playa;No;Si;null;null;null;null;Si;Si;Si;No;Si;Si;Si;No;No;"274";"70";Arena;Dorada;Aguas tranquilas;Urbana;A pie fácil / Coche / Barco;55248;"27°47'05.47853491""N";"15°42'47.24832130""W";7/12/2023
321081200;Barranco La Hondura;Mogán;Gran Canaria;Las Palmas;null;null;;ZBM;No;Si;null;null;null;null;No;No;No;No;No;No;No;No;No;;;Roca;;;Semiurbana;;55248;"27°47'11.84507097""N";"15°43'13.86978431""W";7/12/2023
321081300;Amadores;Mogán;Gran Canaria;Las Palmas;Alto;Alta;Alto;Playa;No;Si;null;null;null;null;Si;Si;Si;Si;Si;Si;Si;No;No;"488";"50";Arena;Blanca;Aguas tranquilas;Urbana;A pie fácil / Coche / Barco;55248;"27°47'27.89894626""N";"15°43'29.62041913""W";7/12/2023
321081400;Tauro;Mogán;Gran Canaria;Las Palmas;Moderado;Media;Medio;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"325";"55";Arena;Dorada;Oleaje moderado;Semiurbana;A pie fácil / Coche;55248;"27°47'44.89098881""N";"15°43'39.43492995""W";7/12/2023
321081500;El Cura;Mogán;Gran Canaria;Las Palmas;Moderado;Media;Medio;Playa;No;No;null;null;null;null;Si;No;Si;No;Si;Si;No;No;Si;"400";"29";Callaos / Arena;Oscura;Oleaje moderado;Urbana;A pie fácil / Coche;55248;"27°47'52.45701612""N";"15°43'59.71110884""W";7/12/2023
321081600;Los Frailes;Mogán;Gran Canaria;Las Palmas;Moderado;Media;Medio;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"60";"20";Callaos / Grava / Roca;Oscura;Oleaje moderado;Aislada;A pie fácil;55248;"27°47'56.17237809""N";"15°44'15.83978120""W";7/12/2023
321081700;Medio Almud;Mogán;Gran Canaria;Las Palmas;Moderado;Media;Medio;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"87";"40";Callaos / Grava / Arena;Oscura;Oleaje moderado;Aislada;A pie fácil;55248;"27°48'06.46825614""N";"15°44'23.82437856""W";7/12/2023
